Tamaño, Tasa de Suciedad, Agente, Medida de Desempeño, Tiempo
2, 0.2, Aleatorio, 0, 0.0005977153778076172
2, 0.2, Aleatorio, 0, 0.0006000995635986328
2, 0.2, Aleatorio, 0, 0.0005970001220703125
2, 0.2, Aleatorio, 0, 0.0005993843078613281
2, 0.2, Aleatorio, 0, 0.0005993843078613281
2, 0.2, Aleatorio, 0, 0.0005955696105957031
2, 0.2, Aleatorio, 0, 0.0005972385406494141
2, 0.2, Aleatorio, 0, 0.0005943775177001953
2, 0.2, Aleatorio, 0, 0.0006177425384521484
2, 0.2, Aleatorio, 0, 0.0006055831909179688
4, 0.2, Aleatorio, 3, 0.0005986690521240234
4, 0.2, Aleatorio, 3, 0.0006029605865478516
4, 0.2, Aleatorio, 3, 0.0005993843078613281
4, 0.2, Aleatorio, 3, 0.0006051063537597656
4, 0.2, Aleatorio, 3, 0.0005981922149658203
4, 0.2, Aleatorio, 3, 0.0005993843078613281
4, 0.2, Aleatorio, 3, 0.0006003379821777344
4, 0.2, Aleatorio, 3, 0.0006000995635986328
4, 0.2, Aleatorio, 3, 0.0005993843078613281
4, 0.2, Aleatorio, 3, 0.0005977153778076172
8, 0.2, Aleatorio, 7, 0.0006020069122314453
8, 0.2, Aleatorio, 10, 0.0006024837493896484
8, 0.2, Aleatorio, 7, 0.0006010532379150391
8, 0.2, Aleatorio, 9, 0.0006017684936523438
8, 0.2, Aleatorio, 8, 0.0006039142608642578
8, 0.2, Aleatorio, 11, 0.0006058216094970703
8, 0.2, Aleatorio, 10, 0.0006062984466552734
8, 0.2, Aleatorio, 9, 0.0006041526794433594
8, 0.2, Aleatorio, 8, 0.0006022453308105469
8, 0.2, Aleatorio, 9, 0.00060272216796875
16, 0.2, Aleatorio, 17, 0.0006048679351806641
16, 0.2, Aleatorio, 20, 0.0006086826324462891
16, 0.2, Aleatorio, 20, 0.0008091926574707031
16, 0.2, Aleatorio, 21, 0.0009560585021972656
16, 0.2, Aleatorio, 14, 0.0006549358367919922
16, 0.2, Aleatorio, 18, 0.0007717609405517578
16, 0.2, Aleatorio, 16, 0.0007283687591552734
16, 0.2, Aleatorio, 18, 0.0005965232849121094
16, 0.2, Aleatorio, 16, 0.0006167888641357422
16, 0.2, Aleatorio, 16, 0.0005977153778076172
32, 0.2, Aleatorio, 13, 0.0005984306335449219
32, 0.2, Aleatorio, 12, 0.0006215572357177734
32, 0.2, Aleatorio, 18, 0.0005962848663330078
32, 0.2, Aleatorio, 12, 0.0005965232849121094
32, 0.2, Aleatorio, 15, 0.0005972385406494141
32, 0.2, Aleatorio, 22, 0.0005974769592285156
32, 0.2, Aleatorio, 16, 0.0006070137023925781
32, 0.2, Aleatorio, 18, 0.0006232261657714844
32, 0.2, Aleatorio, 24, 0.0006039142608642578
32, 0.2, Aleatorio, 23, 0.0006022453308105469
64, 0.2, Aleatorio, 18, 0.0006043910980224609
64, 0.2, Aleatorio, 24, 0.0011563301086425781
64, 0.2, Aleatorio, 19, 0.0005998611450195312
64, 0.2, Aleatorio, 15, 0.0006036758422851562
64, 0.2, Aleatorio, 16, 0.0006270408630371094
64, 0.2, Aleatorio, 20, 0.0006096363067626953
64, 0.2, Aleatorio, 23, 0.000606536865234375
64, 0.2, Aleatorio, 10, 0.0006248950958251953
64, 0.2, Aleatorio, 18, 0.0006062984466552734
64, 0.2, Aleatorio, 21, 0.0006206035614013672
128, 0.2, Aleatorio, 20, 0.0006701946258544922
128, 0.2, Aleatorio, 12, 0.0006113052368164062
128, 0.2, Aleatorio, 23, 0.0006053447723388672
128, 0.2, Aleatorio, 18, 0.0006127357482910156
128, 0.2, Aleatorio, 21, 0.000606536865234375
128, 0.2, Aleatorio, 15, 0.0006058216094970703
128, 0.2, Aleatorio, 20, 0.0006296634674072266
128, 0.2, Aleatorio, 17, 0.0006115436553955078
128, 0.2, Aleatorio, 20, 0.0006058216094970703
128, 0.2, Aleatorio, 23, 0.0006084442138671875
