Tamaño, Tasa de Suciedad, Agente, Medida de Desempeño, Tiempo
2, 0.1, Aleatorio, 0, 0.0006415843963623047
2, 0.1, Aleatorio, 0, 0.0006103515625
2, 0.1, Aleatorio, 0, 0.0006163120269775391
2, 0.1, Aleatorio, 0, 0.0006661415100097656
2, 0.1, Aleatorio, 0, 0.0006163120269775391
2, 0.1, Aleatorio, 0, 0.0006194114685058594
2, 0.1, Aleatorio, 0, 0.0011415481567382812
2, 0.1, Aleatorio, 0, 0.0010809898376464844
2, 0.1, Aleatorio, 0, 0.0010828971862792969
2, 0.1, Aleatorio, 0, 0.0011513233184814453
4, 0.1, Aleatorio, 1, 0.0010912418365478516
4, 0.1, Aleatorio, 1, 0.001161336898803711
4, 0.1, Aleatorio, 1, 0.0011353492736816406
4, 0.1, Aleatorio, 1, 0.0011649131774902344
4, 0.1, Aleatorio, 1, 0.0011081695556640625
4, 0.1, Aleatorio, 1, 0.0011365413665771484
4, 0.1, Aleatorio, 1, 0.0012578964233398438
4, 0.1, Aleatorio, 1, 0.0012679100036621094
4, 0.1, Aleatorio, 1, 0.0012392997741699219
4, 0.1, Aleatorio, 1, 0.001140594482421875
8, 0.1, Aleatorio, 3, 0.0011353492736816406
8, 0.1, Aleatorio, 5, 0.0011682510375976562
8, 0.1, Aleatorio, 4, 0.0011718273162841797
8, 0.1, Aleatorio, 5, 0.0011813640594482422
8, 0.1, Aleatorio, 5, 0.001161336898803711
8, 0.1, Aleatorio, 3, 0.0009419918060302734
8, 0.1, Aleatorio, 4, 0.0005943775177001953
8, 0.1, Aleatorio, 6, 0.0006003379821777344
8, 0.1, Aleatorio, 5, 0.0006024837493896484
8, 0.1, Aleatorio, 5, 0.0005991458892822266
16, 0.1, Aleatorio, 7, 0.0006053447723388672
16, 0.1, Aleatorio, 7, 0.0006039142608642578
16, 0.1, Aleatorio, 7, 0.0006012916564941406
16, 0.1, Aleatorio, 3, 0.0006008148193359375
16, 0.1, Aleatorio, 7, 0.0006043910980224609
16, 0.1, Aleatorio, 11, 0.0006012916564941406
16, 0.1, Aleatorio, 3, 0.0006053447723388672
16, 0.1, Aleatorio, 8, 0.0006051063537597656
16, 0.1, Aleatorio, 10, 0.0006060600280761719
16, 0.1, Aleatorio, 9, 0.0006284713745117188
32, 0.1, Aleatorio, 11, 0.0006098747253417969
32, 0.1, Aleatorio, 6, 0.0006124973297119141
32, 0.1, Aleatorio, 11, 0.0006308555603027344
32, 0.1, Aleatorio, 13, 0.0006313323974609375
32, 0.1, Aleatorio, 6, 0.0008761882781982422
32, 0.1, Aleatorio, 7, 0.0009067058563232422
32, 0.1, Aleatorio, 11, 0.0009610652923583984
32, 0.1, Aleatorio, 12, 0.0011284351348876953
32, 0.1, Aleatorio, 14, 0.0005972385406494141
32, 0.1, Aleatorio, 14, 0.0008027553558349609
64, 0.1, Aleatorio, 13, 0.0006334781646728516
64, 0.1, Aleatorio, 7, 0.0006239414215087891
64, 0.1, Aleatorio, 12, 0.0006124973297119141
64, 0.1, Aleatorio, 11, 0.0006058216094970703
64, 0.1, Aleatorio, 9, 0.0009472370147705078
64, 0.1, Aleatorio, 8, 0.0006325244903564453
64, 0.1, Aleatorio, 7, 0.0006020069122314453
64, 0.1, Aleatorio, 4, 0.0006020069122314453
64, 0.1, Aleatorio, 15, 0.0005967617034912109
64, 0.1, Aleatorio, 12, 0.0006034374237060547
128, 0.1, Aleatorio, 9, 0.000629425048828125
128, 0.1, Aleatorio, 8, 0.0006039142608642578
128, 0.1, Aleatorio, 9, 0.000598907470703125
128, 0.1, Aleatorio, 9, 0.0006020069122314453
128, 0.1, Aleatorio, 6, 0.0006055831909179688
128, 0.1, Aleatorio, 10, 0.0006048679351806641
128, 0.1, Aleatorio, 11, 0.0007712841033935547
128, 0.1, Aleatorio, 12, 0.0005996227264404297
128, 0.1, Aleatorio, 12, 0.0007987022399902344
128, 0.1, Aleatorio, 9, 0.000606536865234375
