Tamaño, Tasa de Suciedad, Agente, Medida de Desempeño, Tiempo
2, 0.1, Reflexivo, 0, 0.0007185935974121094
2, 0.1, Reflexivo, 0, 0.0007050037384033203
2, 0.1, Reflexivo, 0, 0.0006949901580810547
2, 0.1, Reflexivo, 0, 0.0006976127624511719
2, 0.1, Reflexivo, 0, 0.0006957054138183594
2, 0.1, Reflexivo, 0, 0.000713348388671875
2, 0.1, Reflexivo, 0, 0.0008385181427001953
2, 0.1, Reflexivo, 0, 0.0011758804321289062
2, 0.1, Reflexivo, 0, 0.0012621879577636719
2, 0.1, Reflexivo, 0, 0.0012962818145751953
4, 0.1, Reflexivo, 1, 0.0013027191162109375
4, 0.1, Reflexivo, 1, 0.0013060569763183594
4, 0.1, Reflexivo, 1, 0.0013148784637451172
4, 0.1, Reflexivo, 1, 0.0013391971588134766
4, 0.1, Reflexivo, 1, 0.0013077259063720703
4, 0.1, Reflexivo, 1, 0.0013277530670166016
4, 0.1, Reflexivo, 1, 0.001394510269165039
4, 0.1, Reflexivo, 1, 0.001397848129272461
4, 0.1, Reflexivo, 1, 0.0015125274658203125
4, 0.1, Reflexivo, 1, 0.0014042854309082031
8, 0.1, Reflexivo, 6, 0.0013880729675292969
8, 0.1, Reflexivo, 6, 0.0012407302856445312
8, 0.1, Reflexivo, 6, 0.001338958740234375
8, 0.1, Reflexivo, 6, 0.0013012886047363281
8, 0.1, Reflexivo, 5, 0.001306295394897461
8, 0.1, Reflexivo, 6, 0.0012309551239013672
8, 0.1, Reflexivo, 6, 0.0006947517395019531
8, 0.1, Reflexivo, 6, 0.0006880760192871094
8, 0.1, Reflexivo, 6, 0.0007481575012207031
8, 0.1, Reflexivo, 6, 0.0006883144378662109
16, 0.1, Reflexivo, 18, 0.0006935596466064453
16, 0.1, Reflexivo, 19, 0.0007138252258300781
16, 0.1, Reflexivo, 19, 0.0006847381591796875
16, 0.1, Reflexivo, 21, 0.0006852149963378906
16, 0.1, Reflexivo, 18, 0.0007717609405517578
16, 0.1, Reflexivo, 18, 0.0006875991821289062
16, 0.1, Reflexivo, 15, 0.0006935596466064453
16, 0.1, Reflexivo, 23, 0.0007042884826660156
16, 0.1, Reflexivo, 20, 0.0006916522979736328
16, 0.1, Reflexivo, 18, 0.0006911754608154297
32, 0.1, Reflexivo, 27, 0.000690460205078125
32, 0.1, Reflexivo, 31, 0.0006937980651855469
32, 0.1, Reflexivo, 32, 0.0006945133209228516
32, 0.1, Reflexivo, 17, 0.0007050037384033203
32, 0.1, Reflexivo, 21, 0.0009756088256835938
32, 0.1, Reflexivo, 26, 0.0006937980651855469
32, 0.1, Reflexivo, 26, 0.0007395744323730469
32, 0.1, Reflexivo, 37, 0.0006794929504394531
32, 0.1, Reflexivo, 37, 0.0008866786956787109
32, 0.1, Reflexivo, 33, 0.0007464885711669922
64, 0.1, Reflexivo, 37, 0.0006849765777587891
64, 0.1, Reflexivo, 21, 0.0006937980651855469
64, 0.1, Reflexivo, 32, 0.0007085800170898438
64, 0.1, Reflexivo, 41, 0.0006861686706542969
64, 0.1, Reflexivo, 24, 0.0006918907165527344
64, 0.1, Reflexivo, 35, 0.0006833076477050781
64, 0.1, Reflexivo, 29, 0.0006890296936035156
64, 0.1, Reflexivo, 38, 0.0006937980651855469
64, 0.1, Reflexivo, 37, 0.0006804466247558594
64, 0.1, Reflexivo, 43, 0.0006775856018066406
128, 0.1, Reflexivo, 33, 0.0006897449493408203
128, 0.1, Reflexivo, 25, 0.0006880760192871094
128, 0.1, Reflexivo, 33, 0.0006928443908691406
128, 0.1, Reflexivo, 50, 0.0006840229034423828
128, 0.1, Reflexivo, 41, 0.0006852149963378906
128, 0.1, Reflexivo, 29, 0.0007174015045166016
128, 0.1, Reflexivo, 34, 0.0006821155548095703
128, 0.1, Reflexivo, 41, 0.000675201416015625
128, 0.1, Reflexivo, 38, 0.0006885528564453125
128, 0.1, Reflexivo, 43, 0.0006756782531738281
