Tamaño, Tasa de Suciedad, Agente, Medida de Desempeño, Tiempo
2, 0.4, Reflexivo, 1, 0.0007967948913574219
2, 0.4, Reflexivo, 1, 0.0007901191711425781
2, 0.4, Reflexivo, 1, 0.0007822513580322266
2, 0.4, Reflexivo, 1, 0.0014414787292480469
2, 0.4, Reflexivo, 1, 0.0015137195587158203
2, 0.4, Reflexivo, 1, 0.0014834403991699219
2, 0.4, Reflexivo, 1, 0.0014007091522216797
2, 0.4, Reflexivo, 1, 0.0007872581481933594
2, 0.4, Reflexivo, 1, 0.0007698535919189453
2, 0.4, Reflexivo, 1, 0.0007977485656738281
4, 0.4, Reflexivo, 6, 0.0007741451263427734
4, 0.4, Reflexivo, 6, 0.0007948875427246094
4, 0.4, Reflexivo, 6, 0.0007734298706054688
4, 0.4, Reflexivo, 6, 0.0008416175842285156
4, 0.4, Reflexivo, 6, 0.0008444786071777344
4, 0.4, Reflexivo, 6, 0.0007951259613037109
4, 0.4, Reflexivo, 6, 0.0007760524749755859
4, 0.4, Reflexivo, 6, 0.0008397102355957031
4, 0.4, Reflexivo, 6, 0.0007805824279785156
4, 0.4, Reflexivo, 6, 0.0007951259613037109
8, 0.4, Reflexivo, 25, 0.0007719993591308594
8, 0.4, Reflexivo, 25, 0.0007748603820800781
8, 0.4, Reflexivo, 25, 0.0008101463317871094
8, 0.4, Reflexivo, 25, 0.0007736682891845703
8, 0.4, Reflexivo, 25, 0.0007708072662353516
8, 0.4, Reflexivo, 25, 0.0008132457733154297
8, 0.4, Reflexivo, 25, 0.0010325908660888672
8, 0.4, Reflexivo, 25, 0.0007798671722412109
8, 0.4, Reflexivo, 25, 0.0008165836334228516
8, 0.4, Reflexivo, 25, 0.0007810592651367188
16, 0.4, Reflexivo, 76, 0.0008013248443603516
16, 0.4, Reflexivo, 63, 0.0008080005645751953
16, 0.4, Reflexivo, 86, 0.000759124755859375
16, 0.4, Reflexivo, 67, 0.0007638931274414062
16, 0.4, Reflexivo, 68, 0.0007870197296142578
16, 0.4, Reflexivo, 76, 0.0007607936859130859
16, 0.4, Reflexivo, 90, 0.0007877349853515625
16, 0.4, Reflexivo, 65, 0.0007843971252441406
16, 0.4, Reflexivo, 53, 0.0007672309875488281
16, 0.4, Reflexivo, 83, 0.0007593631744384766
32, 0.4, Reflexivo, 103, 0.0007824897766113281
32, 0.4, Reflexivo, 94, 0.0007593631744384766
32, 0.4, Reflexivo, 118, 0.0007460117340087891
32, 0.4, Reflexivo, 119, 0.0007722377777099609
32, 0.4, Reflexivo, 103, 0.000789642333984375
32, 0.4, Reflexivo, 93, 0.0007643699645996094
32, 0.4, Reflexivo, 117, 0.0007712841033935547
32, 0.4, Reflexivo, 100, 0.0007574558258056641
32, 0.4, Reflexivo, 107, 0.0007600784301757812
32, 0.4, Reflexivo, 113, 0.0007786750793457031
64, 0.4, Reflexivo, 94, 0.0007541179656982422
64, 0.4, Reflexivo, 123, 0.0007691383361816406
64, 0.4, Reflexivo, 85, 0.0007874965667724609
64, 0.4, Reflexivo, 126, 0.0007581710815429688
64, 0.4, Reflexivo, 137, 0.0007526874542236328
64, 0.4, Reflexivo, 132, 0.0007770061492919922
64, 0.4, Reflexivo, 87, 0.0007617473602294922
64, 0.4, Reflexivo, 151, 0.0008971691131591797
64, 0.4, Reflexivo, 149, 0.0007908344268798828
64, 0.4, Reflexivo, 89, 0.0007822513580322266
128, 0.4, Reflexivo, 143, 0.0007460117340087891
128, 0.4, Reflexivo, 119, 0.0007698535919189453
128, 0.4, Reflexivo, 151, 0.0007445812225341797
128, 0.4, Reflexivo, 111, 0.0007512569427490234
128, 0.4, Reflexivo, 111, 0.0007715225219726562
128, 0.4, Reflexivo, 132, 0.0007493495941162109
128, 0.4, Reflexivo, 130, 0.0007996559143066406
128, 0.4, Reflexivo, 117, 0.0012459754943847656
128, 0.4, Reflexivo, 122, 0.0007550716400146484
128, 0.4, Reflexivo, 146, 0.0007464885711669922
