size, dirt_rate, Agente, Medida de Desempeño, Tiempo
128, 0.8, Random, 79, 0.0006201267242431641
128, 0.8, Reflexive, 234, 0.000644683837890625
128, 0.8, Random, 84, 0.0006291866302490234
128, 0.8, Reflexive, 182, 0.0008456707000732422
128, 0.8, Random, 83, 0.0006246566772460938
128, 0.8, Reflexive, 243, 0.0006451606750488281
128, 0.8, Random, 82, 0.0006206035614013672
128, 0.8, Reflexive, 275, 0.0006549358367919922
128, 0.8, Random, 86, 0.0010905265808105469
128, 0.8, Reflexive, 224, 0.0012302398681640625
128, 0.8, Random, 85, 0.0011968612670898438
128, 0.8, Reflexive, 259, 0.0006687641143798828
128, 0.8, Random, 91, 0.0006222724914550781
