size, dirt_rate, Agente, Medida de Desempeño, Tiempo
4, 0.2, Reflexive, 3, 0.0006837844848632812
4, 0.2, Random, 3, 0.000598907470703125
4, 0.2, Reflexive, 3, 0.0006859302520751953
4, 0.2, Random, 3, 0.0006012916564941406
4, 0.4, Reflexive, 6, 0.0006871223449707031
4, 0.4, Random, 6, 0.0006568431854248047
4, 0.4, Reflexive, 6, 0.0006997585296630859
4, 0.4, Random, 6, 0.0006127357482910156
4, 0.4, Reflexive, 6, 0.0006988048553466797
4, 0.4, Random, 6, 0.000598907470703125
4, 0.4, Reflexive, 6, 0.0006940364837646484
4, 0.4, Random, 6, 0.000614166259765625
4, 0.4, Reflexive, 6, 0.0006866455078125
4, 0.4, Random, 6, 0.0006029605865478516
4, 0.4, Reflexive, 6, 0.0006821155548095703
4, 0.4, Random, 6, 0.0006556510925292969
4, 0.4, Reflexive, 6, 0.000736236572265625
4, 0.4, Random, 6, 0.0006313323974609375
4, 0.4, Reflexive, 6, 0.0006861686706542969
4, 0.4, Random, 6, 0.0006000995635986328
4, 0.4, Reflexive, 6, 0.0006873607635498047
4, 0.4, Random, 6, 0.0006098747253417969
4, 0.4, Reflexive, 6, 0.0006887912750244141
4, 0.4, Random, 6, 0.000621795654296875
4, 0.8, Reflexive, 12, 0.0006811618804931641
4, 0.8, Random, 12, 0.0005996227264404297
4, 0.8, Reflexive, 12, 0.0006878376007080078
4, 0.8, Random, 12, 0.0006086826324462891
4, 0.8, Reflexive, 12, 0.0007014274597167969
4, 0.8, Random, 12, 0.0006291866302490234
4, 0.8, Reflexive, 12, 0.0006864070892333984
4, 0.8, Random, 12, 0.0006036758422851562
4, 0.8, Reflexive, 12, 0.0006914138793945312
4, 0.8, Random, 12, 0.0006043910980224609
4, 0.8, Reflexive, 12, 0.0006890296936035156
4, 0.8, Random, 12, 0.0006296634674072266
4, 0.8, Reflexive, 12, 0.0006918907165527344
4, 0.8, Random, 12, 0.0006055831909179688
4, 0.8, Reflexive, 12, 0.0006999969482421875
4, 0.8, Random, 12, 0.0006113052368164062
4, 0.8, Reflexive, 12, 0.0006883144378662109
4, 0.8, Random, 12, 0.0006158351898193359
4, 0.8, Reflexive, 12, 0.0006916522979736328
4, 0.8, Random, 12, 0.0006039142608642578
8, 0.1, Reflexive, 6, 0.0007112026214599609
8, 0.1, Random, 2, 0.0006279945373535156
8, 0.1, Reflexive, 6, 0.0006902217864990234
8, 0.1, Random, 2, 0.0006165504455566406
8, 0.1, Reflexive, 6, 0.0007181167602539062
8, 0.1, Random, 5, 0.0006177425384521484
8, 0.1, Reflexive, 6, 0.0007381439208984375
8, 0.1, Random, 5, 0.0006115436553955078
8, 0.1, Reflexive, 6, 0.0006923675537109375
8, 0.1, Random, 5, 0.0006215572357177734
8, 0.1, Reflexive, 6, 0.0007300376892089844
8, 0.1, Random, 6, 0.0006046295166015625
8, 0.1, Reflexive, 6, 0.0006988048553466797
8, 0.1, Random, 5, 0.0006089210510253906
8, 0.1, Reflexive, 6, 0.0006935596466064453
8, 0.1, Random, 5, 0.0006201267242431641
8, 0.1, Reflexive, 6, 0.0006914138793945312
8, 0.1, Random, 6, 0.0006380081176757812
8, 0.1, Reflexive, 6, 0.0006971359252929688
8, 0.1, Random, 6, 0.0006158351898193359
8, 0.2, Reflexive, 12, 0.0006909370422363281
8, 0.2, Random, 7, 0.0006570816040039062
8, 0.2, Reflexive, 12, 0.0007011890411376953
8, 0.2, Random, 11, 0.0006115436553955078
8, 0.2, Reflexive, 12, 0.0006988048553466797
8, 0.2, Random, 8, 0.0006072521209716797
8, 0.2, Reflexive, 12, 0.0006909370422363281
8, 0.2, Random, 8, 0.0008702278137207031
8, 0.2, Reflexive, 12, 0.0007798671722412109
8, 0.2, Random, 8, 0.0006361007690429688
8, 0.2, Reflexive, 12, 0.0006899833679199219
8, 0.2, Random, 10, 0.0006058216094970703
8, 0.2, Reflexive, 12, 0.0007290840148925781
8, 0.2, Random, 10, 0.0006022453308105469
8, 0.2, Reflexive, 11, 0.0009765625
8, 0.2, Random, 11, 0.00060272216796875
8, 0.2, Reflexive, 12, 0.0010492801666259766
8, 0.2, Random, 9, 0.0006511211395263672
8, 0.2, Reflexive, 12, 0.0006928443908691406
8, 0.2, Random, 9, 0.0006072521209716797
8, 0.4, Reflexive, 25, 0.0006895065307617188
8, 0.4, Random, 24, 0.0006084442138671875
8, 0.4, Reflexive, 25, 0.0006911754608154297
8, 0.4, Random, 18, 0.0006659030914306641
8, 0.4, Reflexive, 25, 0.0006992816925048828
8, 0.4, Random, 20, 0.0006077289581298828
8, 0.4, Reflexive, 25, 0.0006837844848632812
8, 0.4, Random, 17, 0.0006067752838134766
8, 0.4, Reflexive, 25, 0.0006866455078125
8, 0.4, Random, 17, 0.0006253719329833984
8, 0.4, Reflexive, 25, 0.0006842613220214844
8, 0.4, Random, 22, 0.0006098747253417969
8, 0.4, Reflexive, 25, 0.0006916522979736328
8, 0.4, Random, 19, 0.0006070137023925781
8, 0.4, Reflexive, 23, 0.0006856918334960938
8, 0.4, Random, 20, 0.0006296634674072266
8, 0.4, Reflexive, 25, 0.0006875991821289062
8, 0.4, Random, 16, 0.0006048679351806641
8, 0.4, Reflexive, 25, 0.0006878376007080078
8, 0.4, Random, 20, 0.0006067752838134766
8, 0.8, Reflexive, 51, 0.0006771087646484375
8, 0.8, Random, 39, 0.0006287097930908203
8, 0.8, Reflexive, 51, 0.00067901611328125
8, 0.8, Random, 33, 0.0006132125854492188
8, 0.8, Reflexive, 51, 0.0006802082061767578
8, 0.8, Random, 42, 0.0006084442138671875
8, 0.8, Reflexive, 48, 0.0006787776947021484
8, 0.8, Random, 29, 0.0006210803985595703
8, 0.8, Reflexive, 51, 0.0006794929504394531
8, 0.8, Random, 34, 0.0006079673767089844
8, 0.8, Reflexive, 51, 0.00067901611328125
8, 0.8, Random, 32, 0.0006055831909179688
8, 0.8, Reflexive, 51, 0.0006821155548095703
8, 0.8, Random, 43, 0.0006186962127685547
8, 0.8, Reflexive, 50, 0.0006811618804931641
8, 0.8, Random, 41, 0.0006098747253417969
8, 0.8, Reflexive, 51, 0.0006802082061767578
8, 0.8, Random, 45, 0.0006108283996582031
8, 0.8, Reflexive, 50, 0.0006816387176513672
8, 0.8, Random, 42, 0.0006160736083984375
16, 0.1, Reflexive, 17, 0.0006985664367675781
16, 0.1, Random, 9, 0.0006101131439208984
16, 0.1, Reflexive, 18, 0.0006971359252929688
16, 0.1, Random, 8, 0.0006086826324462891
16, 0.1, Reflexive, 15, 0.0006897449493408203
16, 0.1, Random, 12, 0.0006213188171386719
16, 0.1, Reflexive, 17, 0.0006937980651855469
16, 0.1, Random, 7, 0.0006196498870849609
16, 0.1, Reflexive, 16, 0.0006952285766601562
16, 0.1, Random, 4, 0.0006041526794433594
16, 0.1, Reflexive, 20, 0.0006921291351318359
16, 0.1, Random, 8, 0.0006167888641357422
16, 0.1, Reflexive, 17, 0.0008428096771240234
16, 0.1, Random, 7, 0.0006000995635986328
16, 0.1, Reflexive, 17, 0.0006844997406005859
16, 0.1, Random, 11, 0.0006062984466552734
16, 0.1, Reflexive, 18, 0.0007207393646240234
16, 0.1, Random, 8, 0.0006024837493896484
16, 0.1, Reflexive, 21, 0.0006802082061767578
16, 0.1, Random, 5, 0.0005970001220703125
16, 0.2, Reflexive, 33, 0.0006773471832275391
16, 0.2, Random, 16, 0.0005967617034912109
16, 0.2, Reflexive, 41, 0.0006871223449707031
16, 0.2, Random, 20, 0.0006439685821533203
16, 0.2, Reflexive, 39, 0.0007176399230957031
16, 0.2, Random, 13, 0.0005991458892822266
16, 0.2, Reflexive, 41, 0.0006742477416992188
16, 0.2, Random, 14, 0.0005955696105957031
16, 0.2, Reflexive, 40, 0.0006890296936035156
16, 0.2, Random, 21, 0.0005998611450195312
16, 0.2, Reflexive, 33, 0.0006964206695556641
16, 0.2, Random, 15, 0.0006020069122314453
16, 0.2, Reflexive, 45, 0.0006742477416992188
16, 0.2, Random, 14, 0.0006017684936523438
16, 0.2, Reflexive, 37, 0.0006873607635498047
16, 0.2, Random, 17, 0.0006010532379150391
16, 0.2, Reflexive, 37, 0.0006783008575439453
16, 0.2, Random, 11, 0.0006034374237060547
16, 0.2, Reflexive, 41, 0.0006771087646484375
16, 0.2, Random, 17, 0.0006034374237060547
16, 0.4, Reflexive, 81, 0.0006923675537109375
16, 0.4, Random, 38, 0.0006082057952880859
16, 0.4, Reflexive, 81, 0.0006670951843261719
16, 0.4, Random, 32, 0.0005998611450195312
16, 0.4, Reflexive, 76, 0.0006709098815917969
16, 0.4, Random, 25, 0.0006029605865478516
16, 0.4, Reflexive, 75, 0.0006937980651855469
16, 0.4, Random, 36, 0.0006101131439208984
16, 0.4, Reflexive, 68, 0.0006670951843261719
16, 0.4, Random, 29, 0.0006022453308105469
16, 0.4, Reflexive, 75, 0.00067138671875
16, 0.4, Random, 34, 0.0006036758422851562
16, 0.4, Reflexive, 85, 0.0006818771362304688
16, 0.4, Random, 26, 0.0006000995635986328
16, 0.4, Reflexive, 74, 0.0006682872772216797
16, 0.4, Random, 32, 0.0006015300750732422
16, 0.4, Reflexive, 78, 0.0006690025329589844
16, 0.4, Random, 28, 0.0006091594696044922
16, 0.4, Reflexive, 81, 0.0006732940673828125
16, 0.4, Random, 30, 0.0005984306335449219
16, 0.8, Reflexive, 103, 0.0006623268127441406
16, 0.8, Random, 64, 0.0006039142608642578
16, 0.8, Reflexive, 142, 0.0012257099151611328
16, 0.8, Random, 56, 0.0010771751403808594
16, 0.8, Reflexive, 130, 0.0012044906616210938
16, 0.8, Random, 69, 0.0006101131439208984
16, 0.8, Reflexive, 145, 0.0010483264923095703
16, 0.8, Random, 63, 0.0006046295166015625
16, 0.8, Reflexive, 125, 0.0006518363952636719
16, 0.8, Random, 72, 0.0006036758422851562
16, 0.8, Reflexive, 143, 0.0006487369537353516
16, 0.8, Random, 45, 0.0006299018859863281
16, 0.8, Reflexive, 116, 0.0006597042083740234
16, 0.8, Random, 69, 0.0006067752838134766
16, 0.8, Reflexive, 140, 0.0006492137908935547
16, 0.8, Random, 58, 0.0006070137023925781
16, 0.8, Reflexive, 117, 0.0006580352783203125
16, 0.8, Random, 63, 0.0006401538848876953
16, 0.8, Reflexive, 141, 0.0006535053253173828
16, 0.8, Random, 72, 0.0006077289581298828
32, 0.1, Reflexive, 32, 0.0006902217864990234
32, 0.1, Random, 8, 0.0006093978881835938
32, 0.1, Reflexive, 19, 0.0007138252258300781
32, 0.1, Random, 10, 0.0006117820739746094
32, 0.1, Reflexive, 30, 0.0006899833679199219
32, 0.1, Random, 9, 0.0006136894226074219
32, 0.1, Reflexive, 25, 0.0006928443908691406
32, 0.1, Random, 8, 0.0011146068572998047
32, 0.1, Reflexive, 30, 0.0011377334594726562
32, 0.1, Random, 4, 0.0006091594696044922
32, 0.1, Reflexive, 33, 0.0010142326354980469
32, 0.1, Random, 7, 0.0006549358367919922
32, 0.1, Reflexive, 25, 0.0006804466247558594
32, 0.1, Random, 10, 0.0006015300750732422
32, 0.1, Reflexive, 37, 0.0006773471832275391
32, 0.1, Random, 12, 0.0005962848663330078
32, 0.1, Reflexive, 23, 0.0007140636444091797
32, 0.1, Random, 7, 0.0005984306335449219
32, 0.1, Reflexive, 20, 0.0006804466247558594
32, 0.1, Random, 9, 0.0005967617034912109
32, 0.2, Reflexive, 58, 0.000667572021484375
32, 0.2, Random, 20, 0.0005998611450195312
32, 0.2, Reflexive, 59, 0.0006964206695556641
32, 0.2, Random, 12, 0.0006000995635986328
32, 0.2, Reflexive, 47, 0.0006775856018066406
32, 0.2, Random, 17, 0.0005965232849121094
32, 0.2, Reflexive, 51, 0.0006737709045410156
32, 0.2, Random, 18, 0.0006151199340820312
32, 0.2, Reflexive, 64, 0.0006821155548095703
32, 0.2, Random, 14, 0.0006010532379150391
32, 0.2, Reflexive, 62, 0.0006785392761230469
32, 0.2, Random, 21, 0.0005984306335449219
32, 0.2, Reflexive, 64, 0.0006978511810302734
32, 0.2, Random, 19, 0.0005993843078613281
32, 0.2, Reflexive, 60, 0.0006725788116455078
32, 0.2, Random, 27, 0.0005962848663330078
32, 0.2, Reflexive, 51, 0.0006754398345947266
32, 0.2, Random, 13, 0.0005970001220703125
32, 0.2, Reflexive, 40, 0.0006766319274902344
32, 0.2, Random, 11, 0.0010685920715332031
32, 0.4, Reflexive, 147, 0.0009095668792724609
32, 0.4, Random, 40, 0.0007805824279785156
32, 0.4, Reflexive, 121, 0.0008244514465332031
32, 0.4, Random, 36, 0.0005974769592285156
32, 0.4, Reflexive, 87, 0.0006644725799560547
32, 0.4, Random, 40, 0.0005974769592285156
32, 0.4, Reflexive, 110, 0.0006577968597412109
32, 0.4, Random, 36, 0.0008978843688964844
32, 0.4, Reflexive, 112, 0.0009038448333740234
32, 0.4, Random, 34, 0.0006763935089111328
32, 0.4, Reflexive, 106, 0.0008893013000488281
32, 0.4, Random, 32, 0.0005967617034912109
32, 0.4, Reflexive, 98, 0.0006566047668457031
32, 0.4, Random, 40, 0.0005998611450195312
32, 0.4, Reflexive, 117, 0.0006780624389648438
32, 0.4, Random, 49, 0.0005993843078613281
32, 0.4, Reflexive, 116, 0.0006518363952636719
32, 0.4, Random, 39, 0.000598907470703125
32, 0.4, Reflexive, 115, 0.0006558895111083984
32, 0.4, Random, 31, 0.0006275177001953125
32, 0.8, Reflexive, 203, 0.0006277561187744141
32, 0.8, Random, 98, 0.0006039142608642578
32, 0.8, Reflexive, 272, 0.0006077289581298828
32, 0.8, Random, 49, 0.0006120204925537109
32, 0.8, Reflexive, 206, 0.0006372928619384766
32, 0.8, Random, 81, 0.000598907470703125
32, 0.8, Reflexive, 213, 0.0006392002105712891
32, 0.8, Random, 71, 0.0006108283996582031
32, 0.8, Reflexive, 199, 0.0006277561187744141
32, 0.8, Random, 75, 0.0005981922149658203
32, 0.8, Reflexive, 149, 0.0006432533264160156
32, 0.8, Random, 70, 0.0006000995635986328
32, 0.8, Reflexive, 198, 0.0006322860717773438
32, 0.8, Random, 69, 0.00060272216796875
32, 0.8, Reflexive, 222, 0.0006256103515625
32, 0.8, Random, 81, 0.0006022453308105469
32, 0.8, Reflexive, 222, 0.0007271766662597656
32, 0.8, Random, 56, 0.0006182193756103516
32, 0.8, Reflexive, 168, 0.0006544589996337891
32, 0.8, Random, 69, 0.0007216930389404297
64, 0.1, Reflexive, 29, 0.0006833076477050781
64, 0.1, Random, 12, 0.0006046295166015625
64, 0.1, Reflexive, 38, 0.0006978511810302734
64, 0.1, Random, 6, 0.0006089210510253906
64, 0.1, Reflexive, 29, 0.0007238388061523438
64, 0.1, Random, 10, 0.0006079673767089844
64, 0.1, Reflexive, 38, 0.0007419586181640625
64, 0.1, Random, 10, 0.0006086826324462891
64, 0.1, Reflexive, 19, 0.0006957054138183594
64, 0.1, Random, 12, 0.0006580352783203125
64, 0.1, Reflexive, 12, 0.0006949901580810547
64, 0.1, Random, 16, 0.0006129741668701172
64, 0.1, Reflexive, 31, 0.000698089599609375
64, 0.1, Random, 9, 0.0006103515625
64, 0.1, Reflexive, 30, 0.000690460205078125
64, 0.1, Random, 7, 0.0006084442138671875
64, 0.1, Reflexive, 32, 0.0007038116455078125
64, 0.1, Random, 14, 0.0006082057952880859
64, 0.1, Reflexive, 22, 0.0006952285766601562
64, 0.1, Random, 9, 0.0006110668182373047
64, 0.2, Reflexive, 43, 0.000690460205078125
64, 0.2, Random, 14, 0.0006115436553955078
64, 0.2, Reflexive, 33, 0.0006968975067138672
64, 0.2, Random, 9, 0.0006093978881835938
64, 0.2, Reflexive, 45, 0.000690460205078125
64, 0.2, Random, 15, 0.0006127357482910156
64, 0.2, Reflexive, 77, 0.0006937980651855469
64, 0.2, Random, 25, 0.0010559558868408203
64, 0.2, Reflexive, 58, 0.0006921291351318359
64, 0.2, Random, 18, 0.0006270408630371094
64, 0.2, Reflexive, 48, 0.0006909370422363281
64, 0.2, Random, 18, 0.0006427764892578125
64, 0.2, Reflexive, 48, 0.0007500648498535156
64, 0.2, Random, 12, 0.00060272216796875
64, 0.2, Reflexive, 64, 0.0006804466247558594
64, 0.2, Random, 19, 0.0006074905395507812
64, 0.2, Reflexive, 50, 0.0006883144378662109
64, 0.2, Random, 19, 0.0006008148193359375
64, 0.2, Reflexive, 86, 0.0006761550903320312
64, 0.2, Random, 16, 0.0006041526794433594
64, 0.4, Reflexive, 131, 0.0006630420684814453
64, 0.4, Random, 43, 0.0006077289581298828
64, 0.4, Reflexive, 109, 0.0006728172302246094
64, 0.4, Random, 39, 0.0007958412170410156
64, 0.4, Reflexive, 92, 0.0012369155883789062
64, 0.4, Random, 25, 0.0011150836944580078
64, 0.4, Reflexive, 103, 0.0012862682342529297
64, 0.4, Random, 44, 0.0011556148529052734
64, 0.4, Reflexive, 149, 0.0006587505340576172
64, 0.4, Random, 46, 0.0006060600280761719
64, 0.4, Reflexive, 112, 0.0006995201110839844
64, 0.4, Random, 45, 0.0006096363067626953
64, 0.4, Reflexive, 153, 0.0006532669067382812
64, 0.4, Random, 36, 0.0006060600280761719
64, 0.4, Reflexive, 69, 0.0006852149963378906
64, 0.4, Random, 40, 0.0006344318389892578
64, 0.4, Reflexive, 95, 0.0006835460662841797
64, 0.4, Random, 29, 0.0006139278411865234
64, 0.4, Reflexive, 134, 0.0006909370422363281
64, 0.4, Random, 42, 0.0006103515625
64, 0.8, Reflexive, 207, 0.0008647441864013672
64, 0.8, Random, 85, 0.0006103515625
64, 0.8, Reflexive, 225, 0.0006430149078369141
64, 0.8, Random, 79, 0.0006117820739746094
64, 0.8, Reflexive, 182, 0.0006546974182128906
64, 0.8, Random, 68, 0.0006055831909179688
64, 0.8, Reflexive, 160, 0.0006544589996337891
64, 0.8, Random, 86, 0.0006113052368164062
64, 0.8, Reflexive, 238, 0.0006346702575683594
64, 0.8, Random, 86, 0.0006139278411865234
64, 0.8, Reflexive, 234, 0.0006351470947265625
64, 0.8, Random, 96, 0.000644683837890625
64, 0.8, Reflexive, 255, 0.0006325244903564453
64, 0.8, Random, 69, 0.0006213188171386719
64, 0.8, Reflexive, 205, 0.0006451606750488281
64, 0.8, Random, 91, 0.0006124973297119141
64, 0.8, Reflexive, 171, 0.0006542205810546875
64, 0.8, Random, 70, 0.00061798095703125
64, 0.8, Reflexive, 241, 0.0006365776062011719
64, 0.8, Random, 79, 0.0006086826324462891
128, 0.1, Reflexive, 22, 0.0007374286651611328
128, 0.1, Random, 13, 0.0006067752838134766
128, 0.1, Reflexive, 17, 0.000705718994140625
128, 0.1, Random, 8, 0.0006144046783447266
128, 0.1, Reflexive, 21, 0.0007464885711669922
128, 0.1, Random, 12, 0.0006189346313476562
128, 0.1, Reflexive, 35, 0.0007045269012451172
128, 0.1, Random, 11, 0.0006158351898193359
128, 0.1, Reflexive, 43, 0.0007197856903076172
128, 0.1, Random, 8, 0.0006473064422607422
128, 0.1, Reflexive, 25, 0.0007061958312988281
128, 0.1, Random, 6, 0.0006136894226074219
128, 0.1, Reflexive, 38, 0.0007009506225585938
128, 0.1, Random, 14, 0.0006361007690429688
128, 0.1, Reflexive, 47, 0.0006966590881347656
128, 0.1, Random, 15, 0.0006132125854492188
128, 0.1, Reflexive, 35, 0.0006964206695556641
128, 0.1, Random, 14, 0.0006539821624755859
128, 0.1, Reflexive, 38, 0.0007014274597167969
128, 0.1, Random, 6, 0.0006139278411865234
128, 0.2, Reflexive, 59, 0.0006973743438720703
128, 0.2, Random, 24, 0.0006232261657714844
128, 0.2, Reflexive, 74, 0.0006833076477050781
128, 0.2, Random, 17, 0.0006134510040283203
128, 0.2, Reflexive, 59, 0.0006945133209228516
128, 0.2, Random, 17, 0.0006425380706787109
128, 0.2, Reflexive, 69, 0.0007522106170654297
128, 0.2, Random, 22, 0.0006146430969238281
128, 0.2, Reflexive, 67, 0.0006883144378662109
128, 0.2, Random, 23, 0.0006248950958251953
128, 0.2, Reflexive, 94, 0.0006806850433349609
128, 0.2, Random, 14, 0.0006153583526611328
128, 0.2, Reflexive, 73, 0.00069427490234375
128, 0.2, Random, 26, 0.0006823539733886719
128, 0.2, Reflexive, 54, 0.000698089599609375
128, 0.2, Random, 17, 0.0006170272827148438
128, 0.2, Reflexive, 67, 0.0006861686706542969
128, 0.2, Random, 23, 0.0006117820739746094
128, 0.2, Reflexive, 50, 0.0007181167602539062
128, 0.2, Random, 17, 0.0006170272827148438
128, 0.4, Reflexive, 142, 0.0006864070892333984
128, 0.4, Random, 45, 0.0006132125854492188
128, 0.4, Reflexive, 156, 0.0006682872772216797
128, 0.4, Random, 44, 0.0006167888641357422
128, 0.4, Reflexive, 125, 0.0006735324859619141
128, 0.4, Random, 40, 0.0006225109100341797
128, 0.4, Reflexive, 112, 0.0006802082061767578
128, 0.4, Random, 45, 0.0006244182586669922
128, 0.4, Reflexive, 117, 0.0006825923919677734
128, 0.4, Random, 46, 0.0006892681121826172
128, 0.4, Reflexive, 120, 0.0006787776947021484
128, 0.4, Random, 51, 0.0006175041198730469
128, 0.4, Reflexive, 114, 0.0006902217864990234
128, 0.4, Random, 52, 0.0006237030029296875
128, 0.4, Reflexive, 116, 0.0007317066192626953
128, 0.4, Random, 33, 0.0006213188171386719
128, 0.4, Reflexive, 130, 0.0006759166717529297
128, 0.4, Random, 40, 0.0006201267242431641
128, 0.4, Reflexive, 103, 0.0007097721099853516
128, 0.4, Random, 36, 0.0006172657012939453
128, 0.8, Reflexive, 140, 0.0007052421569824219
128, 0.8, Random, 68, 0.0006268024444580078
128, 0.8, Reflexive, 233, 0.0006444454193115234
128, 0.8, Random, 80, 0.0006163120269775391
128, 0.8, Reflexive, 143, 0.00067901611328125
128, 0.8, Random, 90, 0.0006225109100341797
128, 0.8, Reflexive, 221, 0.0006473064422607422
