Size, Dirt Rate, Agent Type, Performance, Time
128, 0.8, Random, 82, 0.0008690357208251953
128, 0.8, Reflexive, 182, 0.0012230873107910156
128, 0.8, Random, 78, 0.0009369850158691406
128, 0.8, Reflexive, 216, 0.001283407211303711
128, 0.8, Random, 83, 0.0008962154388427734
128, 0.8, Reflexive, 253, 0.0010752677917480469
128, 0.8, Random, 81, 0.000865936279296875
128, 0.8, Reflexive, 241, 0.0010266304016113281
128, 0.8, Random, 82, 0.0008816719055175781
128, 0.8, Reflexive, 216, 0.0012536048889160156
128, 0.8, Random, 83, 0.000896453857421875
128, 0.8, Reflexive, 251, 0.0010323524475097656
128, 0.8, Random, 73, 0.0011255741119384766
